problem_name,mechanistic_setting,dataset,sampling_strategy,par_row,array_nr,epochs_adam,epochs_bfgs,lr_adam,stepnorm_bfgs,λ_reg,act_fct,hidden_layers,hidden_neurons,tolerance,MSE,nMSE,runtime,loss,negLL
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,61,500,1000,0.1,0.01,100,tanh,1,8,1E-08,0.000518185195389,0.001030862252108,5.43751666666667,-687.606521639851,-749.358273994678
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,49,500,1000,0.0001,1E-05,100,tanh,1,8,1E-08,0.000690672975388,0.00117191064379,5.70036666666667,-677.406253437014,-721.597255724923
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,57,500,1000,0.01,0.001,100,tanh,1,8,1E-08,0.000513863889178,0.001044767933106,5.78991666666667,-686.850055728664,-749.327698141636
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,53,500,1000,0.001,0.0001,100,tanh,1,8,1E-08,0.000773016218079,0.001318928953716,5.91081666666667,-673.504784289931,-713.586779303859
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,52,500,1000,0.0001,1E-05,0.001,tanh,1,8,1E-08,0.000595641575114,0.001290920344441,6.01088333333333,-739.981229294981,-739.98262170533
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,50,500,1000,0.0001,1E-05,1,tanh,1,8,1E-08,0.000542560623585,0.00108091945611,6.13573333333333,-741.131819286338,-742.342739371353
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,51,500,1000,0.0001,1E-05,0.01,tanh,1,8,1E-08,0.000545133588217,0.001483864436996,6.27618333333333,-744.671769550007,-744.685996304702
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,32,500,1000,0.1,0.01,0.001,tanh,2,4,1E-08,0.000522107455794,0.00113423096993,6.42835,-777.703663053527,-777.707731431049
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,100,500,1000,0.0001,1E-05,0.001,rbf,1,4,1E-08,0.001420344078737,0.00452067127849,4.1643,-673.758793003527,-673.759719181428
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,101,500,1000,0.001,0.0001,100,rbf,1,4,1E-08,0.002526451305303,0.0067525288485,4.17278333333333,-599.543941553933,-658.502241101817
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,105,500,1000,0.01,0.001,100,rbf,1,4,1E-08,0.000609995445447,0.001546850163353,4.18275,-613.874764317588,-708.834520571093
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,102,500,1000,0.001,0.0001,1,rbf,1,4,1E-08,0.000473888381713,0.000969247571605,4.2297,-750.324926368069,-752.231555291294
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,98,500,1000,0.0001,1E-05,1,rbf,1,4,1E-08,0.00328125042588,0.011009414646874,4.26508333333333,-633.314337891256,-634.110624076634
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,99,500,1000,0.0001,1E-05,0.01,rbf,1,4,1E-08,0.003111452336692,0.009365238905008,4.33516666666667,-645.199603979144,-645.209454055977
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,58,500,1000,0.01,0.001,1,tanh,1,8,1E-08,0.000557833747034,0.001304311125067,6.66745,-770.292740007696,-772.289066215414
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,104,500,1000,0.001,0.0001,0.001,rbf,1,4,1E-08,0.000498751670514,0.001184847727847,4.35738333333333,-765.32614585454,-765.328082596729
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,103,500,1000,0.001,0.0001,0.01,rbf,1,4,1E-08,0.000442844386525,0.001056605084405,4.36013333333333,-769.292747460741,-769.319959767102
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,45,500,1000,0.1,0.01,100,tanh,3,4,1E-08,0.000706662844078,0.001341108266874,6.71171666666667,-671.444052561664,-728.25096809378
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,106,500,1000,0.01,0.001,1,rbf,1,4,1E-08,0.000493107016024,0.00122987790016,4.41696666666667,-756.478467578659,-760.398356422735
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,59,500,1000,0.01,0.001,0.01,tanh,1,8,1E-08,0.000451313560551,0.000985547113588,6.81243333333333,-786.51432458134,-786.536093768023
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,60,500,1000,0.01,0.001,0.001,tanh,1,8,1E-08,0.000500719382359,0.001241766329981,7.03901666666667,-768.722554328765,-768.725059694555
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,5,500,1000,0.001,0.0001,100,tanh,1,4,1E-08,0.000942969255275,0.002144478156501,6.04756666666667,-637.823603605572,-700.157216817909
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,33,500,1000,0.0001,1E-05,100,tanh,3,4,1E-08,0.005954421252213,0.011603694413142,7.16371666666667,-558.850020299874,-575.969680915038
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,10,500,1000,0.01,0.001,1,tanh,1,4,1E-08,0.000614465958623,0.001641374946784,6.41796666666667,-742.885178214259,-745.573733631316
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,1,500,1000,0.0001,1E-05,100,tanh,1,4,1E-08,0.000871542355891,0.00162855360032,6.5448,-644.306284622008,-706.397181814186
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,108,500,1000,0.01,0.001,0.001,rbf,1,4,1E-08,0.000501625237614,0.001097879595062,4.19233333333333,-758.622159378971,-758.624167590822
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,109,500,1000,0.1,0.01,100,rbf,1,4,1E-08,0.001731589120104,0.004521519199467,4.1836,-602.763249256712,-672.36577416315
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,110,500,1000,0.1,0.01,1,rbf,1,4,1E-08,0.002002996982684,0.00410145047172,4.16906666666667,-662.362989661102,-670.429225094423
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,11,500,1000,0.01,0.001,0.01,tanh,1,4,1E-08,0.000461741603884,0.001132373297642,6.60265,-771.865412563591,-771.899906187866
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,2,500,1000,0.0001,1E-05,1,tanh,1,4,1E-08,0.000715562233011,0.001307108816092,6.67815,-719.480037178432,-720.793374146054
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,35,500,1000,0.0001,1E-05,0.01,tanh,3,4,1E-08,0.001039601682702,0.002808678251153,7.62258333333333,-693.255889485679,-693.262198459836
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,9,500,1000,0.01,0.001,100,tanh,1,4,1E-08,0.001010677646632,0.002126667759258,6.62456666666667,-635.406919954334,-694.389089661637
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,112,500,1000,0.1,0.01,0.001,rbf,1,4,1E-08,0.003937298799959,0.009326712392764,4.462,-594.075729291426,-594.079129502311
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,111,500,1000,0.1,0.01,0.01,rbf,1,4,1E-08,0.006308890573357,0.020148023559237,4.50991666666667,-578.549608417871,-578.680872209925
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,12,500,1000,0.01,0.001,0.001,tanh,1,4,1E-08,0.00043108150791,0.000922391496377,6.66783333333333,-777.915702135,-777.919767024126
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,16,500,1000,0.1,0.01,0.001,tanh,1,4,1E-08,0.000351029840098,0.000927284078877,6.60963333333333,-775.940604292538,-775.945073827911
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,43,500,1000,0.01,0.001,0.01,tanh,3,4,1E-08,0.000474772987353,0.001066354941062,7.81445,-770.659143774751,-770.675380867743
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,4,500,1000,0.0001,1E-05,0.001,tanh,1,4,1E-08,0.000765420270787,0.001431238472168,6.97203333333333,-717.66514440746,-717.666481999466
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,47,500,1000,0.1,0.01,0.01,tanh,3,4,1E-08,0.000425521033747,0.000958830484563,7.98845,-796.219950831303,-796.244013606655
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,8,500,1000,0.001,0.0001,0.001,tanh,1,4,1E-08,0.00060000426188,0.001442568044583,7.0595,-747.949940218542,-747.952480332459
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,44,500,1000,0.01,0.001,0.001,tanh,3,4,1E-08,0.000462319787836,0.001016310139944,8.04685,-758.099193234122,-758.103975613653
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,38,500,1000,0.001,0.0001,1,tanh,3,4,1E-08,0.0004856842293,0.001231992595608,8.14191666666667,-756.45940712956,-757.87665789912
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,6,500,1000,0.001,0.0001,1,tanh,1,4,1E-08,0.000592738214862,0.001491514212208,7.2654,-750.305594270494,-752.616079536559
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,46,500,1000,0.1,0.01,1,tanh,3,4,1E-08,0.000435051413621,0.000955513827879,8.6418,-784.799605833685,-786.729810467866
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,15,500,1000,0.1,0.01,0.01,tanh,1,4,1E-08,0.000541206396069,0.001357177049988,7.49608333333333,-753.834073370545,-753.864560881469
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,7,500,1000,0.001,0.0001,0.01,tanh,1,4,1E-08,0.108988629711522,0.25554006422571,7.88806666666667,-180.872717478917,-180.909688847246
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,113,500,1000,0.0001,1E-05,100,rbf,2,4,1E-08,0.006211437595375,0.013409385440015,5.57948333333333,-554.833979770927,-571.792718315231
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,125,500,1000,0.1,0.01,100,rbf,2,4,1E-08,0.000614967322612,0.00117178068311,5.35823333333333,-648.200467633572,-716.601480479448
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,127,500,1000,0.1,0.01,0.01,rbf,2,4,1E-08,0.000447818988955,0.001016248081733,5.4869,-785.52701108546,-785.553782529155
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,114,500,1000,0.0001,1E-05,1,rbf,2,4,1E-08,0.002100098342647,0.008335399195909,5.95255,-636.296064105409,-637.603258017163
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,128,500,1000,0.1,0.01,0.001,rbf,2,4,1E-08,0.000417254041244,0.000992732408227,5.7923,-774.251123988464,-774.253333820456
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,117,500,1000,0.001,0.0001,100,rbf,2,4,1E-08,0.008891672522759,0.022087562365056,5.89706666666667,-531.052419145749,-545.72102244098
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,123,500,1000,0.01,0.001,0.01,rbf,2,4,1E-08,0.000333870871728,0.000923402353236,5.92176666666667,-775.895993112564,-775.927047996383
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,17,500,1000,0.0001,1E-05,100,tanh,2,4,1E-08,0.002863993168496,0.006894672005403,8.46866666666667,-593.625956751852,-623.542347210618
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,18,500,1000,0.0001,1E-05,1,tanh,2,4,1E-08,0.00061287615159,0.001326310689764,8.50458333333333,-732.89335665062,-734.121070487307
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,122,500,1000,0.01,0.001,1,rbf,2,4,1E-08,0.000302578001063,0.000722820881922,6.07993333333333,-790.985797854643,-793.0204890601
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,126,500,1000,0.1,0.01,1,rbf,2,4,1E-08,0.000366888268354,0.00080285705013,6.09035,-780.887313654793,-783.317373896417
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,21,500,1000,0.001,0.0001,100,tanh,2,4,1E-08,0.00084220281761,0.001802656072676,8.602,-641.906670674125,-702.127582680521
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,124,500,1000,0.01,0.001,0.001,rbf,2,4,1E-08,0.000403647577957,0.00086875452049,6.24196666666667,-787.743698551968,-787.745587914039
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,30,500,1000,0.1,0.01,1,tanh,2,4,1E-08,0.000302878706715,0.000727739757343,8.7199,-780.753183862492,-783.884135592219
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,25,500,1000,0.01,0.001,100,tanh,2,4,1E-08,0.000514611882398,0.000966973491907,8.78776666666667,-686.007248635985,-751.418069911073
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,28,500,1000,0.01,0.001,0.001,tanh,2,4,1E-08,0.00042008513444,0.000878890762721,8.88168333333333,-769.983396615711,-769.985978520626
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,116,500,1000,0.0001,1E-05,0.001,rbf,2,4,1E-08,0.001071136081037,0.002784210450891,6.57123333333333,-698.550968184846,-698.55231515166
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,26,500,1000,0.01,0.001,1,tanh,2,4,1E-08,0.000415078536071,0.001045490693095,9.26956666666667,-768.533769062847,-772.133125671185
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,20,500,1000,0.0001,1E-05,0.001,tanh,2,4,1E-08,0.000626270623882,0.001218106646465,9.96836666666667,-732.461474002251,-732.462521031926
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,19,500,1000,0.0001,1E-05,0.01,tanh,2,4,1E-08,0.000695323650517,0.001987797574894,9.96503333333333,-729.633418875758,-729.644922552889
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,129,500,1000,0.0001,1E-05,100,rbf,3,4,1E-08,0.021363107914973,0.069286109744734,7.6439,-360.922435492578,-367.668498058687
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,107,500,1000,0.01,0.001,0.01,rbf,1,4,1E-08,0.000655426908265,0.001827122426813,7.07226666666667,-737.878354142011,-737.917347074744
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,132,500,1000,0.0001,1E-05,0.001,rbf,3,4,1E-08,0.004890807039268,0.015824063875019,7.4665,-594.411142328154,-594.411766791039
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,31,500,1000,0.1,0.01,0.01,tanh,2,4,1E-08,0.000367699848271,0.000910104275748,10.5919166666667,-777.718893833987,-777.755960476499
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,134,500,1000,0.001,0.0001,1,rbf,3,4,1E-08,0.003723993691256,0.014436382962189,7.58791666666667,-645.369634455581,-646.298573058257
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,135,500,1000,0.001,0.0001,0.01,rbf,3,4,1E-08,0.000483573261042,0.001227181407047,8.02811666666667,-759.01704590963,-759.031057863253
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,133,500,1000,0.001,0.0001,100,rbf,3,4,1E-08,0.023686177436337,0.076827682323434,8.57041666666667,-368.465384290108,-375.413304398389
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,138,500,1000,0.01,0.001,1,rbf,3,4,1E-08,0.001510134661893,0.004166559358365,7.82198333333333,-693.911756844377,-695.357462707142
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,137,500,1000,0.01,0.001,100,rbf,3,4,1E-08,0.023993353895782,0.077726224383072,8.46315,-367.215069234462,-374.570201373025
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,145,500,1000,0.0001,1E-05,100,rbf,1,8,1E-08,0.004637378670356,0.012615483157601,5.58616666666667,-578.292978451282,-599.166004323828
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,150,500,1000,0.001,0.0001,1,rbf,1,8,1E-08,0.000322507875932,0.000913880994419,5.47993333333333,-780.668626243477,-781.676264032918
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,153,500,1000,0.01,0.001,100,rbf,1,8,1E-08,0.000337569310376,0.00090690540048,5.38741666666667,-694.637699717692,-758.865502215375
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,158,500,1000,0.1,0.01,1,rbf,1,8,1E-08,0.000223134215655,0.0005066518599,5.36263333333333,-780.484149146754,-783.253732737499
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,151,500,1000,0.001,0.0001,0.01,rbf,1,8,1E-08,0.000349231683475,0.001095803584616,5.85651666666667,-784.384926482335,-784.397588697222
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,154,500,1000,0.01,0.001,1,rbf,1,8,1E-08,0.000371669241523,0.001072294411507,5.83801666666667,-773.012209951794,-774.342507598686
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,155,500,1000,0.01,0.001,0.01,rbf,1,8,1E-08,0.000418888048507,0.001059659180994,5.79315,-780.103396988416,-780.120675316831
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,159,500,1000,0.1,0.01,0.01,rbf,1,8,1E-08,0.000421953976289,0.000915147513072,5.65401666666667,-783.368058891079,-783.414057509057
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,193,500,1000,0.0001,1E-05,100,gelu,1,4,1E-08,0.002690472743167,0.006587610563757,4.49583333333333,-606.354303140538,-651.81388363507
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,156,500,1000,0.01,0.001,0.001,rbf,1,8,1E-08,0.000551578603748,0.001205009128115,6.2852,-747.62225518393,-747.623324670469
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,196,500,1000,0.0001,1E-05,0.001,gelu,1,4,1E-08,0.000800381539007,0.001728461717375,4.7274,-700.531038769321,-700.53325671244
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,201,500,1000,0.01,0.001,100,gelu,1,4,1E-08,0.002040103743013,0.004715001599758,4.4811,-616.221999623594,-666.288723114523
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,205,500,1000,0.1,0.01,100,gelu,1,4,1E-08,0.002248456650016,0.005228434694617,4.22775,-616.000142601093,-662.705362105603
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,203,500,1000,0.01,0.001,0.01,gelu,1,4,1E-08,0.000554342509269,0.001255786186809,4.37745,-732.856543739185,-732.877890560496
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,202,500,1000,0.01,0.001,1,gelu,1,4,1E-08,0.000537349323406,0.001158584233217,4.54665,-737.988464205483,-740.644279538019
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,204,500,1000,0.01,0.001,0.001,gelu,1,4,1E-08,0.000529054272245,0.001261945651724,4.4678,-737.564546413712,-737.567129719295
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,139,500,1000,0.01,0.001,0.01,rbf,3,4,1E-08,0.000518650379146,0.000902789470154,9.71115,-745.908323036762,-745.928570535101
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,141,500,1000,0.1,0.01,100,rbf,3,4,1E-08,0.003867863138361,0.009314282554377,9.774,-552.404321380706,-608.134759520287
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,206,500,1000,0.1,0.01,1,gelu,1,4,1E-08,0.000965679488964,0.001987735883446,5.27803333333333,-701.188954539408,-712.12618452387
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,142,500,1000,0.1,0.01,1,rbf,3,4,1E-08,0.000191648876272,0.000466284420403,9.74205,-782.372975341268,-785.613400985026
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,144,500,1000,0.1,0.01,0.001,rbf,3,4,1E-08,0.022536167418418,0.072316424082445,9.60051666666667,-372.527011746138,-372.529142675609
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,210,500,1000,0.0001,1E-05,1,gelu,2,4,1E-08,0.004917613051675,0.017808517874354,5.77231666666667,-616.087970104238,-616.841308404718
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,194,500,1000,0.0001,1E-05,1,gelu,1,4,1E-08,0.001057370857704,0.002676082099297,6.4055,-686.031663844945,-687.869228347253
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,208,500,1000,0.1,0.01,0.001,gelu,1,4,1E-08,0.000641157657386,0.001349817842023,5.94406666666667,-729.5784993535,-729.626007787986
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,207,500,1000,0.1,0.01,0.01,gelu,1,4,1E-08,0.000646589451995,0.001345688351624,6.58451666666667,-728.67098703608,-729.292958252154
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,200,500,1000,0.001,0.0001,0.001,gelu,1,4,1E-08,0.001193091115636,0.002458100944249,6.36353333333333,-699.88997243812,-699.892495619342
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,197,500,1000,0.001,0.0001,100,gelu,1,4,1E-08,0.002750107461709,0.006839250924135,6.60243333333333,-608.364205773221,-654.701711270265
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,212,500,1000,0.0001,1E-05,0.001,gelu,2,4,1E-08,0.002305929346136,0.005828809508518,6.70021666666667,-655.225885095517,-655.226842161223
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,217,500,1000,0.01,0.001,100,gelu,2,4,1E-08,0.005443527030679,0.012663356898783,6.63055,-556.849320753391,-597.046039404327
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,241,500,1000,0.0001,1E-05,100,gelu,1,8,1E-08,0.001866484151748,0.004581086891383,5.87066666666667,-632.051545779033,-661.250141336508
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,244,500,1000,0.0001,1E-05,0.001,gelu,1,8,1E-08,0.001141751725701,0.001964114286607,5.95643333333333,-686.530237990075,-686.531271412867
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,211,500,1000,0.0001,1E-05,0.01,gelu,2,4,1E-08,0.005924574910859,0.015093097350806,6.96396666666667,-580.004273102986,-580.011717852909
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,215,500,1000,0.001,0.0001,0.01,gelu,2,4,1E-08,0.001127800442485,0.002713480675671,6.951,-704.031176303977,-704.045595699956
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,243,500,1000,0.0001,1E-05,0.01,gelu,1,8,1E-08,0.001252829033247,0.002171106766916,6.13591666666667,-691.479425609036,-691.492513577353
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,222,500,1000,0.1,0.01,1,gelu,2,4,1E-08,0.000354238581713,0.001021209734134,6.92863333333333,-767.977622748415,-771.965481216779
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,199,500,1000,0.001,0.0001,0.01,gelu,1,4,1E-08,0.000935605410496,0.001915016585549,6.859,-713.148432087701,-713.193699385687
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,218,500,1000,0.01,0.001,1,gelu,2,4,1E-08,0.000527008722999,0.001313682455209,7.13096666666667,-745.312614923886,-747.116761709218
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,216,500,1000,0.001,0.0001,0.001,gelu,2,4,1E-08,0.000828047198221,0.001751835360923,7.26333333333333,-715.096676485922,-715.098375898297
three_species_lotka_volterra,lv_missing_dynamics,lotka_volterra_datapoints_80_noise_5,no_sampling,1,229,500,1000,0.001,0.0001,100,gelu,3,4,1E-08,0.021197990355711,0.050852925180158,7.13995,-361.927095717204,-368.616698525703
